fecha,sku,tipo,cantidad
2025-05-24,CP-116,Salida consumo,-30
2025-05-25,CP-101,Entrada compra,33
2025-05-25,MP-102,Salida consumo,-195
2025-05-26,CP-107,Salida consumo,-52
2025-05-26,SA-105,Salida consumo,-8
2025-05-27,SA-107,Salida consumo,-16
2025-05-27,CP-117,Salida consumo,-55
2025-05-28,CP-101,Salida consumo,-40
2025-06-04,CP-101,Entrada compra,33
2025-06-04,MP-105,Entrada compra,221
2025-06-05,CP-115,Entrada compra,92
2025-06-05,MP-101,Entrada compra,113
2025-06-05,MP-111,Entrada producción,256
2025-06-05,SA-103,Entrada compra,30
2025-06-05,SA-107,Entrada compra,4
2025-06-05,MP-109,Entrada producción,189
2025-06-06,CP-120,Entrada producción,79
2025-06-06,SP-101,Entrada producción,11
2025-06-06,MP-102,Entrada compra,169
2025-06-06,CP-107,Entrada compra,45
2025-06-06,CP-117,Entrada compra,67
2025-06-07,SA-110,Entrada compra,13
2025-06-07,CP-101,Salida consumo,-32
2025-06-07,MP-108,Entrada compra,92
2025-06-07,MP-105,Salida consumo,-195
2025-06-07,CP-108,Entrada producción,34
2025-06-07,SP-111,Entrada compra,35
2025-06-07,SP-106,Entrada compra,21
2025-06-08,SA-107,Salida consumo,-6
2025-06-08,CP-115,Salida consumo,-80
2025-06-08,SA-103,Salida consumo,-27
2025-06-08,CP-110,Entrada compra,57
2025-06-08,MP-112,Entrada compra,227
2025-06-08,MP-111,Salida consumo,-256
2025-06-08,CP-118,Entrada compra,52
2025-06-08,MP-109,Salida consumo,-187
2025-06-08,MP-101,Salida consumo,-93
2025-06-08,MP-107,Entrada compra,123
2025-06-08,SA-111,Entrada compra,12
2025-06-09,CP-120,Salida consumo,-66
2025-06-09,SP-100,Entrada compra,9
2025-06-09,MP-102,Salida consumo,-210
2025-06-09,SP-101,Salida consumo,-10
2025-06-09,SA-106,Entrada producción,17
2025-06-09,CP-117,Salida consumo,-59
2025-06-09,CP-100,Entrada compra,73
2025-06-09,CP-107,Salida consumo,-46
2025-06-09,PA-102,Entrada producción,2
2025-06-10,SA-110,Salida consumo,-15
2025-06-10,MP-106,Entrada compra,120
2025-06-10,CP-106,Entrada compra,65
2025-06-10,SP-106,Salida consumo,-25
2025-06-10,MP-108,Salida consumo,-79
2025-06-10,CP-108,Salida consumo,-33
2025-06-10,SP-111,Salida consumo,-30
2025-06-10,SA-109,Entrada compra,10
2025-06-11,CP-110,Salida consumo,-52
2025-06-11,SA-101,Entrada producción,7
2025-06-11,MP-112,Salida consumo,-250
2025-06-11,MP-107,Salida consumo,-109
2025-06-11,SP-103,Entrada compra,32
2025-06-11,CP-118,Salida consumo,-42
2025-06-11,SA-111,Salida consumo,-15
2025-06-12,SP-100,Salida consumo,-10
2025-06-12,PA-102,Salida despliegue,-2
2025-06-12,CP-100,Salida consumo,-72
2025-06-12,SA-106,Salida consumo,-18
2025-06-13,CP-104,Entrada compra,68
2025-06-13,CP-106,Salida consumo,-57
2025-06-13,MP-106,Salida consumo,-104
2025-06-13,SA-109,Salida consumo,-10
2025-06-14,CP-109,Entrada compra,49
2025-06-14,SA-101,Salida consumo,-9
2025-06-14,SP-103,Salida consumo,-33
2025-06-14,SP-105,Entrada compra,13
2025-06-14,MP-104,Entrada compra,250
2025-06-15,MP-100,Entrada producción,252
2025-06-15,CP-111,Entrada producción,86
2025-06-16,CP-112,Entrada compra,42
2025-06-16,PA-103,Entrada producción,8
2025-06-16,CP-103,Entrada compra,40
2025-06-16,CP-104,Salida consumo,-55
2025-06-17,CP-105,Entrada compra,71
2025-06-17,PA-104,Entrada producción,4
2025-06-17,SP-105,Salida consumo,-13
2025-06-17,CP-109,Salida consumo,-41
2025-06-17,SP-104,Entrada compra,42
2025-06-17,SP-107,Entrada compra,29
2025-06-17,SA-108,Entrada compra,10
2025-06-17,CP-119,Entrada compra,60
2025-06-17,MP-104,Salida consumo,-205
2025-06-18,MP-100,Salida consumo,-239
2025-06-18,SP-109,Entrada compra,32
2025-06-18,CP-111,Salida consumo,-71
2025-06-18,PA-100,Entrada producción,2
2025-06-18,SP-108,Entrada compra,19
2025-06-19,CP-103,Salida consumo,-35
2025-06-19,SP-110,Entrada compra,29
2025-06-19,PA-103,Salida despliegue,-7
2025-06-19,CP-113,Entrada compra,70
2025-06-19,CP-112,Salida consumo,-42
2025-06-20,CP-119,Salida consumo,-73
2025-06-20,SP-107,Salida consumo,-32
2025-06-20,CP-116,Entrada compra,38
2025-06-20,PA-104,Salida despliegue,-4
2025-06-20,SP-104,Salida consumo,-38
2025-06-20,CP-114,Entrada producción,58
2025-06-20,CP-105,Salida consumo,-80
2025-06-20,SA-108,Salida consumo,-10
2025-06-21,SP-102,Entrada compra,22
2025-06-21,SP-109,Salida consumo,-29
2025-06-21,CP-112,Ajuste,-1
2025-06-21,PA-100,Salida despliegue,-3
2025-06-21,SP-108,Salida consumo,-23
2025-06-22,MP-113,Entrada compra,199
2025-06-22,CP-113,Salida consumo,-77
2025-06-22,SA-102,Entrada compra,13
2025-06-22,SP-110,Salida consumo,-30
2025-06-23,SA-105,Entrada compra,5
2025-06-23,SP-109,Ajuste,-1
2025-06-23,CP-116,Salida consumo,-39
2025-06-23,CP-121,Entrada compra,62
2025-06-23,SA-100,Entrada compra,6
2025-06-23,CP-102,Entrada compra,58
2025-06-23,CP-114,Salida consumo,-73
2025-06-24,PA-101,Entrada producción,5
2025-06-24,SA-104,Entrada compra,25
2025-06-24,SP-102,Salida consumo,-28
2025-06-24,MP-110,Entrada compra,229
2025-06-25,MP-103,Entrada compra,130
2025-06-25,MP-113,Salida consumo,-226
2025-06-25,SA-102,Salida consumo,-12
2025-06-26,SA-105,Salida consumo,-6
2025-06-26,CP-102,Salida consumo,-57
2025-06-26,CP-121,Salida consumo,-60
2025-06-26,SA-100,Salida consumo,-6
2025-06-27,MP-110,Salida consumo,-219
2025-06-27,SA-104,Salida consumo,-21
2025-06-27,PA-101,Salida despliegue,-5
2025-06-28,MP-103,Salida consumo,-158
2025-07-04,CP-121,Entrada compra,77
2025-07-04,CP-118,Entrada compra,36
2025-07-05,MP-104,Entrada compra,236
2025-07-05,CP-113,Entrada compra,64
2025-07-05,SP-110,Entrada compra,43
2025-07-06,CP-101,Entrada compra,39
2025-07-06,CP-103,Entrada compra,27
2025-07-06,SP-100,Entrada compra,13
2025-07-06,SP-109,Entrada compra,21
2025-07-07,CP-104,Entrada compra,51
2025-07-07,SP-107,Entrada compra,39
2025-07-07,SP-103,Entrada compra,27
2025-07-07,CP-121,Salida consumo,-71
2025-07-07,CP-118,Salida consumo,-33
2025-07-07,CP-106,Entrada compra,73
2025-07-07,PA-101,Entrada producción,4
2025-07-08,MP-104,Salida consumo,-214
2025-07-08,CP-113,Salida consumo,-76
2025-07-08,CP-119,Entrada compra,68
2025-07-08,SP-110,Salida consumo,-47
2025-07-09,CP-103,Salida consumo,-32
2025-07-09,CP-114,Entrada producción,91
2025-07-09,SP-101,Entrada producción,9
2025-07-09,SP-109,Salida consumo,-22
2025-07-09,MP-111,Entrada producción,268
2025-07-09,SP-100,Salida consumo,-14
2025-07-09,CP-101,Salida consumo,-33
2025-07-09,CP-121,Ajuste,-2
2025-07-10,CP-104,Salida consumo,-50
2025-07-10,SP-107,Salida consumo,-32
2025-07-10,SP-103,Salida consumo,-31
2025-07-10,CP-110,Entrada compra,61
2025-07-10,SP-105,Entrada compra,11
2025-07-10,CP-106,Salida consumo,-79
2025-07-10,PA-101,Salida despliegue,-5
2025-07-11,MP-110,Entrada compra,193
2025-07-11,CP-115,Entrada compra,73
2025-07-11,SP-106,Entrada compra,29
2025-07-11,CP-119,Salida consumo,-63
2025-07-12,MP-111,Salida consumo,-285
2025-07-12,SA-108,Entrada compra,8
2025-07-12,SA-100,Entrada compra,7
2025-07-12,CP-114,Salida consumo,-78
2025-07-12,SP-101,Salida consumo,-10
2025-07-12,SP-104,Entrada compra,51
2025-07-13,SA-109,Entrada compra,9
2025-07-13,SA-106,Entrada producción,17
2025-07-13,CP-110,Salida consumo,-50
2025-07-13,SA-102,Entrada compra,14
2025-07-13,SP-105,Salida consumo,-12
2025-07-14,SP-106,Salida consumo,-26
2025-07-14,MP-110,Salida consumo,-225
2025-07-14,CP-116,Entrada compra,30
2025-07-14,CP-115,Salida consumo,-59
2025-07-15,SP-104,Salida consumo,-42
2025-07-15,SA-100,Salida consumo,-9
2025-07-15,MP-100,Entrada producción,301
2025-07-15,MP-113,Entrada compra,185
2025-07-15,SA-108,Salida consumo,-9
2025-07-16,MP-106,Entrada compra,92
2025-07-16,SA-102,Salida consumo,-14
2025-07-16,SA-109,Salida consumo,-8
2025-07-16,SA-106,Salida consumo,-18
2025-07-16,PA-100,Entrada producción,6
2025-07-16,SA-107,Entrada compra,13
2025-07-16,MP-105,Entrada compra,157
2025-07-17,PA-102,Entrada producción,9
2025-07-17,CP-116,Salida consumo,-25
2025-07-18,CP-108,Entrada producción,28
2025-07-18,MP-100,Salida consumo,-260
2025-07-18,SA-101,Entrada producción,9
2025-07-18,MP-112,Entrada compra,325
2025-07-18,SA-105,Entrada compra,9
2025-07-18,SA-111,Entrada compra,9
2025-07-18,MP-113,Salida consumo,-210
2025-07-19,SA-107,Salida consumo,-14
2025-07-19,MP-108,Entrada compra,84
2025-07-19,PA-104,Entrada producción,3
2025-07-19,PA-100,Salida despliegue,-7
2025-07-19,MP-106,Salida consumo,-92
2025-07-19,SA-110,Entrada compra,20
2025-07-19,MP-105,Salida consumo,-196
2025-07-19,SP-111,Entrada compra,19
2025-07-20,CP-111,Entrada producción,125
2025-07-20,MP-102,Entrada compra,224
2025-07-20,PA-102,Salida despliegue,-9
2025-07-20,CP-109,Entrada compra,39
2025-07-20,CP-100,Entrada compra,59
2025-07-21,PA-100,Ajuste,-1
2025-07-21,SP-102,Entrada compra,35
2025-07-21,SA-103,Entrada compra,18
2025-07-21,MP-112,Salida consumo,-293
2025-07-21,SA-105,Salida consumo,-8
2025-07-21,CP-108,Salida consumo,-24
2025-07-21,SA-111,Salida consumo,-8
2025-07-21,SA-101,Salida consumo,-11
2025-07-22,SP-111,Salida consumo,-24
2025-07-22,PA-103,Entrada producción,3
2025-07-22,SA-110,Salida consumo,-25
2025-07-22,PA-102,Ajuste,-1
2025-07-22,PA-104,Salida despliegue,-4
2025-07-22,MP-108,Salida consumo,-85
2025-07-23,MP-107,Entrada compra,93
2025-07-23,SA-104,Entrada compra,19
2025-07-23,MP-102,Salida consumo,-189
2025-07-23,SP-108,Entrada compra,14
2025-07-23,MP-103,Entrada compra,186
2025-07-23,CP-100,Salida consumo,-69
2025-07-23,CP-109,Salida consumo,-32
2025-07-23,CP-108,Ajuste,-1
2025-07-23,MP-101,Entrada compra,105
2025-07-23,CP-111,Salida consumo,-103
2025-07-24,CP-107,Entrada compra,70
2025-07-24,SA-103,Salida consumo,-16
2025-07-24,SP-102,Salida consumo,-38
2025-07-24,CP-112,Entrada compra,41
2025-07-25,CP-117,Entrada compra,59
2025-07-25,CP-120,Entrada producción,69
2025-07-25,CP-102,Entrada compra,60
2025-07-25,CP-105,Entrada compra,85
2025-07-25,PA-103,Salida despliegue,-3
2025-07-25,MP-109,Entrada producción,176
2025-07-26,MP-107,Salida consumo,-107
2025-07-26,MP-101,Salida consumo,-102
2025-07-26,SA-104,Salida consumo,-18
2025-07-26,MP-103,Salida consumo,-159
2025-07-26,SP-108,Salida consumo,-18
2025-07-27,CP-112,Salida consumo,-33
2025-07-27,CP-107,Salida consumo,-57
2025-07-28,MP-109,Salida consumo,-190
2025-07-28,CP-105,Salida consumo,-75
2025-07-28,CP-120,Salida consumo,-70
2025-07-28,CP-117,Salida consumo,-49
2025-07-28,CP-102,Salida consumo,-60
2025-07-30,CP-120,Ajuste,-2
2025-08-04,CP-119,Entrada compra,64
2025-08-04,CP-117,Entrada compra,51
2025-08-04,SA-107,Entrada compra,21
2025-08-04,MP-111,Entrada producción,242
2025-08-04,CP-115,Entrada compra,60
2025-08-05,CP-120,Entrada producción,74
2025-08-06,SP-100,Entrada compra,16
2025-08-06,SP-104,Entrada compra,34
2025-08-06,MP-100,Entrada producción,308
2025-08-07,SA-107,Salida consumo,-20
2025-08-07,MP-111,Salida consumo,-292
2025-08-07,CP-111,Entrada producción,69
2025-08-07,CP-117,Salida consumo,-46
2025-08-07,CP-119,Salida consumo,-71
2025-08-07,CP-115,Salida consumo,-70
2025-08-08,CP-120,Salida consumo,-70
2025-08-08,MP-101,Entrada compra,83
2025-08-08,SP-109,Entrada compra,21
2025-08-09,MP-108,Entrada compra,115
2025-08-09,MP-102,Entrada compra,154
2025-08-09,SP-104,Salida consumo,-37
2025-08-09,MP-100,Salida consumo,-249
2025-08-09,SP-100,Salida consumo,-16
2025-08-10,CP-110,Entrada compra,51
2025-08-10,CP-103,Entrada compra,32
2025-08-10,SP-103,Entrada compra,26
2025-08-10,CP-111,Salida consumo,-73
2025-08-11,MP-101,Salida consumo,-98
2025-08-11,SP-101,Entrada producción,11
2025-08-11,CP-109,Entrada compra,31
2025-08-11,SP-109,Salida consumo,-26
2025-08-11,SA-106,Entrada producción,12
2025-08-11,CP-100,Entrada compra,67
2025-08-12,MP-102,Salida consumo,-179
2025-08-12,MP-108,Salida consumo,-98
2025-08-13,CP-110,Salida consumo,-51
2025-08-13,SP-103,Salida consumo,-26
2025-08-13,SA-108,Entrada compra,9
2025-08-13,CP-103,Salida consumo,-39
2025-08-14,PA-101,Entrada producción,5
2025-08-14,CP-112,Entrada compra,17
2025-08-14,CP-100,Salida consumo,-74
2025-08-14,SA-105,Entrada compra,8
2025-08-14,CP-109,Salida consumo,-32
2025-08-14,SA-106,Salida consumo,-13
2025-08-14,SP-110,Entrada compra,47
2025-08-14,SP-101,Salida consumo,-13
2025-08-14,SP-111,Entrada compra,19
2025-08-15,SA-110,Entrada compra,19
2025-08-15,CP-101,Entrada compra,40
2025-08-15,MP-104,Entrada compra,184
2025-08-15,PA-103,Entrada producción,1
2025-08-16,SP-108,Entrada compra,21
2025-08-16,CP-105,Entrada compra,88
2025-08-16,SA-100,Entrada compra,6
2025-08-16,SA-108,Salida consumo,-10
2025-08-17,SP-111,Salida consumo,-24
2025-08-17,SA-105,Salida consumo,-9
2025-08-17,SA-109,Entrada compra,8
2025-08-17,CP-116,Entrada compra,34
2025-08-17,PA-104,Entrada producción,2
2025-08-17,PA-101,Salida despliegue,-5
2025-08-17,SP-110,Salida consumo,-38
2025-08-17,CP-112,Salida consumo,-22
2025-08-18,SA-110,Salida consumo,-16
2025-08-18,SA-101,Entrada producción,13
2025-08-18,MP-113,Entrada compra,236
2025-08-18,PA-103,Salida despliegue,-1
2025-08-18,SP-102,Entrada compra,27
2025-08-18,CP-101,Salida consumo,-34
2025-08-18,MP-104,Salida consumo,-186
2025-08-19,MP-106,Entrada compra,68
2025-08-19,CP-113,Entrada compra,48
2025-08-19,CP-114,Entrada producción,71
2025-08-19,MP-110,Entrada compra,227
2025-08-19,SA-100,Salida consumo,-6
2025-08-19,CP-105,Salida consumo,-78
2025-08-19,CP-108,Entrada producción,19
2025-08-19,SP-108,Salida consumo,-21
2025-08-19,PA-100,Entrada producción,6
2025-08-20,CP-101,Ajuste,-4
2025-08-20,SA-103,Entrada compra,17
2025-08-20,SP-106,Entrada compra,29
2025-08-20,CP-116,Salida consumo,-32
2025-08-20,PA-104,Salida despliegue,-3
2025-08-20,CP-118,Entrada compra,41
2025-08-20,MP-107,Entrada compra,137
2025-08-20,SA-109,Salida consumo,-7
2025-08-21,SA-101,Salida consumo,-15
2025-08-21,SP-102,Salida consumo,-28
2025-08-21,MP-109,Entrada producción,220
2025-08-21,MP-105,Entrada compra,224
2025-08-21,MP-113,Salida consumo,-211
2025-08-21,CP-106,Entrada compra,62
2025-08-22,PA-100,Salida despliegue,-6
2025-08-22,CP-108,Salida consumo,-24
2025-08-22,CP-107,Entrada compra,52
2025-08-22,SA-111,Entrada compra,11
2025-08-22,MP-103,Entrada compra,184
2025-08-22,CP-113,Salida consumo,-47
2025-08-22,CP-114,Salida consumo,-72
2025-08-22,CP-102,Entrada compra,51
2025-08-22,MP-110,Salida consumo,-227
2025-08-22,MP-106,Salida consumo,-81
2025-08-23,MP-107,Salida consumo,-115
2025-08-23,CP-121,Entrada compra,59
2025-08-23,SP-107,Entrada compra,33
2025-08-23,SA-103,Salida consumo,-15
2025-08-23,CP-118,Salida consumo,-38
2025-08-23,SP-106,Salida consumo,-24
2025-08-24,MP-105,Salida consumo,-213
2025-08-24,SA-102,Entrada compra,17
2025-08-24,SP-105,Entrada compra,12
2025-08-24,MP-109,Salida consumo,-184
2025-08-24,CP-106,Salida consumo,-62
2025-08-25,MP-103,Salida consumo,-159
2025-08-25,SA-104,Entrada compra,21
2025-08-25,CP-104,Entrada compra,76
2025-08-25,CP-102,Salida consumo,-56
2025-08-25,CP-107,Salida consumo,-58
2025-08-25,SA-111,Salida consumo,-14
2025-08-25,MP-112,Entrada compra,227
2025-08-26,SP-107,Salida consumo,-32
2025-08-26,CP-121,Salida consumo,-59
2025-08-27,SA-102,Salida consumo,-17
2025-08-27,SP-105,Salida consumo,-14
2025-08-28,MP-112,Salida consumo,-239
2025-08-28,SA-104,Salida consumo,-24
2025-08-28,CP-104,Salida consumo,-69
2025-09-04,PA-103,Entrada producción,2
2025-09-04,CP-104,Entrada compra,53
2025-09-05,SP-102,Entrada compra,35
2025-09-05,MP-111,Entrada producción,262
2025-09-05,SP-111,Entrada compra,22
2025-09-05,MP-106,Entrada compra,87
2025-09-05,SA-106,Entrada producción,15
2025-09-06,SA-107,Entrada compra,10
2025-09-06,CP-116,Entrada compra,35
2025-09-07,CP-105,Entrada compra,108
2025-09-07,MP-104,Entrada compra,212
2025-09-07,CP-104,Salida consumo,-50
2025-09-07,CP-120,Entrada producción,75
2025-09-07,CP-106,Entrada compra,58
2025-09-07,PA-103,Salida despliegue,-2
2025-09-08,SA-104,Entrada compra,11
2025-09-08,SP-102,Salida consumo,-29
2025-09-08,MP-105,Entrada compra,178
2025-09-08,SP-111,Salida consumo,-20
2025-09-08,CP-117,Entrada compra,61
2025-09-08,SA-106,Salida consumo,-16
2025-09-08,SA-111,Entrada compra,12
2025-09-08,MP-111,Salida consumo,-262
2025-09-08,MP-106,Salida consumo,-81
2025-09-09,CP-116,Salida consumo,-38
2025-09-09,MP-113,Entrada compra,212
2025-09-09,SA-107,Salida consumo,-9
2025-09-09,SA-103,Entrada compra,21
2025-09-09,SP-108,Entrada compra,9
2025-09-09,SP-100,Entrada compra,20
2025-09-10,CP-118,Entrada compra,24
2025-09-10,CP-105,Salida consumo,-87
2025-09-10,MP-104,Salida consumo,-221
2025-09-10,CP-120,Salida consumo,-67
2025-09-10,MP-109,Entrada producción,190
2025-09-10,CP-106,Salida consumo,-69
2025-09-10,MP-106,Ajuste,-3
2025-09-11,SP-104,Entrada compra,29
2025-09-11,CP-117,Salida consumo,-56
2025-09-11,MP-105,Salida consumo,-174
2025-09-11,SA-104,Salida consumo,-14
2025-09-11,CP-108,Entrada producción,32
2025-09-11,CP-116,Ajuste,-2
2025-09-11,SA-111,Salida consumo,-11
2025-09-11,SP-103,Entrada compra,37
2025-09-11,SP-109,Entrada compra,23
2025-09-12,SP-100,Salida consumo,-19
2025-09-12,SA-103,Salida consumo,-21
2025-09-12,CP-119,Entrada compra,77
2025-09-12,CP-103,Entrada compra,30
2025-09-12,CP-113,Entrada compra,72
2025-09-12,MP-113,Salida consumo,-201
2025-09-12,SP-108,Salida consumo,-8
2025-09-12,SA-100,Entrada compra,10
2025-09-13,CP-118,Salida consumo,-28
2025-09-13,MP-109,Salida consumo,-174
2025-09-13,CP-102,Entrada compra,49
2025-09-13,CP-114,Entrada producción,80
2025-09-14,SP-109,Salida consumo,-23
2025-09-14,SP-104,Salida consumo,-31
2025-09-14,CP-108,Salida consumo,-34
2025-09-14,SA-105,Entrada compra,7
2025-09-14,SP-103,Salida consumo,-36
2025-09-15,CP-119,Salida consumo,-62
2025-09-15,MP-112,Entrada compra,243
2025-09-15,SA-110,Entrada compra,25
2025-09-15,CP-113,Salida consumo,-70
2025-09-15,CP-103,Salida consumo,-26
2025-09-15,CP-115,Entrada compra,73
2025-09-15,PA-101,Entrada producción,1
2025-09-15,SA-100,Salida consumo,-9
2025-09-15,SA-109,Entrada compra,5
2025-09-16,SP-105,Entrada compra,10
2025-09-16,CP-114,Salida consumo,-79
2025-09-16,CP-100,Entrada compra,88
2025-09-16,SP-110,Entrada compra,34
2025-09-16,CP-102,Salida consumo,-52
2025-09-16,SP-101,Entrada producción,19
2025-09-17,CP-112,Entrada compra,32
2025-09-17,SP-107,Entrada compra,34
2025-09-17,SA-105,Salida consumo,-7
2025-09-17,MP-100,Entrada producción,239
2025-09-18,CP-115,Salida consumo,-85
2025-09-18,PA-101,Salida despliegue,-1
2025-09-18,SA-109,Salida consumo,-5
2025-09-18,MP-112,Salida consumo,-262
2025-09-18,SA-110,Salida consumo,-23
2025-09-19,SP-101,Salida consumo,-19
2025-09-19,CP-111,Entrada producción,98
2025-09-19,SP-105,Salida consumo,-11
2025-09-19,CP-100,Salida consumo,-85
2025-09-19,PA-102,Entrada producción,8
2025-09-19,SP-110,Salida consumo,-40
2025-09-20,SP-107,Salida consumo,-33
2025-09-20,PA-100,Entrada producción,4
2025-09-20,CP-112,Salida consumo,-35
2025-09-20,MP-108,Entrada compra,90
2025-09-20,CP-109,Entrada compra,30
2025-09-20,MP-107,Entrada compra,108
2025-09-20,MP-100,Salida consumo,-245
2025-09-20,CP-101,Entrada compra,37
2025-09-21,CP-107,Entrada compra,45
2025-09-21,SA-108,Entrada compra,8
2025-09-21,SP-110,Ajuste,-2
2025-09-22,CP-111,Salida consumo,-87
2025-09-22,SA-101,Entrada producción,13
2025-09-22,MP-110,Entrada compra,189
2025-09-22,PA-102,Salida despliegue,-9
2025-09-23,SA-102,Entrada compra,9
2025-09-23,PA-100,Salida despliegue,-4
2025-09-23,MP-107,Salida consumo,-107
2025-09-23,CP-101,Salida consumo,-32
2025-09-23,CP-109,Salida consumo,-35
2025-09-23,SP-106,Entrada compra,31
2025-09-23,MP-108,Salida consumo,-78
2025-09-24,PA-104,Entrada producción,6
2025-09-24,MP-103,Entrada compra,218
2025-09-24,MP-101,Entrada compra,124
2025-09-24,CP-107,Salida consumo,-45
2025-09-24,SA-108,Salida consumo,-10
2025-09-25,MP-102,Entrada compra,173
2025-09-25,SA-101,Salida consumo,-12
2025-09-25,CP-121,Entrada compra,70
2025-09-25,MP-110,Salida consumo,-190
2025-09-25,CP-110,Entrada compra,35
2025-09-26,SA-102,Salida consumo,-8
2025-09-26,SP-106,Salida consumo,-27
2025-09-27,MP-101,Salida consumo,-119
2025-09-27,PA-104,Salida despliegue,-5
2025-09-27,MP-103,Salida consumo,-183
2025-09-28,CP-121,Salida consumo,-66
2025-09-28,MP-102,Salida consumo,-195
2025-09-28,CP-110,Salida consumo,-38
2025-10-04,CP-120,Entrada producción,70
2025-10-04,CP-111,Entrada producción,90
2025-10-04,CP-116,Entrada compra,28
2025-10-05,MP-108,Entrada compra,79
2025-10-05,SP-107,Entrada compra,27
2025-10-06,MP-111,Entrada producción,296
2025-10-06,MP-103,Entrada compra,135
2025-10-07,SP-104,Entrada compra,32
2025-10-07,MP-101,Entrada compra,72
2025-10-07,SA-101,Entrada producción,19
2025-10-07,CP-111,Salida consumo,-78
2025-10-07,CP-116,Salida consumo,-31
2025-10-07,CP-120,Salida consumo,-68
2025-10-07,CP-100,Entrada compra,91
2025-10-07,MP-106,Entrada compra,87
2025-10-08,MP-108,Salida consumo,-90
2025-10-08,SP-107,Salida consumo,-34
2025-10-08,MP-113,Entrada compra,194
2025-10-09,MP-103,Salida consumo,-164
2025-10-09,SP-111,Entrada compra,22
2025-10-09,MP-111,Salida consumo,-247
2025-10-09,CP-119,Entrada compra,48
2025-10-09,CP-113,Entrada compra,39
2025-10-09,SP-108,Entrada compra,21
2025-10-10,MP-101,Salida consumo,-85
2025-10-10,CP-100,Salida consumo,-75
2025-10-10,MP-106,Salida consumo,-72
2025-10-10,CP-110,Entrada compra,41
2025-10-10,SA-101,Salida consumo,-17
2025-10-10,SP-104,Salida consumo,-31
2025-10-10,CP-117,Entrada compra,41
2025-10-11,MP-113,Salida consumo,-190
2025-10-11,MP-100,Entrada producción,252
2025-10-11,MP-103,Ajuste,-2
2025-10-11,CP-104,Entrada compra,57
2025-10-11,MP-112,Entrada compra,260
2025-10-12,PA-104,Entrada producción,4
2025-10-12,CP-119,Salida consumo,-53
2025-10-12,SA-104,Entrada compra,13
2025-10-12,CP-113,Salida consumo,-46
2025-10-12,SP-111,Salida consumo,-20
2025-10-12,CP-115,Entrada compra,63
2025-10-12,SA-110,Entrada compra,24
2025-10-12,PA-102,Entrada producción,6
2025-10-12,SP-108,Salida consumo,-19
2025-10-13,MP-104,Entrada compra,205
2025-10-13,CP-105,Entrada compra,107
2025-10-13,SA-102,Entrada compra,10
2025-10-13,CP-110,Salida consumo,-41
2025-10-13,CP-117,Salida consumo,-51
2025-10-14,CP-107,Entrada compra,60
2025-10-14,SP-109,Entrada compra,19
2025-10-14,MP-100,Salida consumo,-236
2025-10-14,CP-104,Salida consumo,-54
2025-10-14,MP-109,Entrada producción,185
2025-10-14,CP-109,Entrada compra,37
2025-10-14,MP-112,Salida consumo,-260
2025-10-14,CP-106,Entrada compra,51
2025-10-15,SA-103,Entrada compra,13
2025-10-15,SP-102,Entrada compra,23
2025-10-15,CP-115,Salida consumo,-58
2025-10-15,SP-105,Entrada compra,15
2025-10-15,SA-110,Salida consumo,-20
2025-10-15,SA-104,Salida consumo,-14
2025-10-15,CP-118,Entrada compra,36
2025-10-15,MP-105,Entrada compra,203
2025-10-15,PA-102,Salida despliegue,-6
2025-10-15,MP-102,Entrada compra,192
2025-10-15,PA-104,Salida despliegue,-4
2025-10-16,SA-102,Salida consumo,-10
2025-10-16,CP-105,Salida consumo,-88
2025-10-16,CP-104,Ajuste,-3
2025-10-16,MP-104,Salida consumo,-191
2025-10-16,PA-100,Entrada producción,2
2025-10-17,MP-109,Salida consumo,-181
2025-10-17,CP-106,Salida consumo,-54
2025-10-17,CP-107,Salida consumo,-55
2025-10-17,CP-103,Entrada compra,32
2025-10-17,SP-100,Entrada compra,19
2025-10-17,CP-109,Salida consumo,-39
2025-10-17,SP-109,Salida consumo,-18
2025-10-17,SA-108,Entrada compra,2
2025-10-18,SP-101,Entrada producción,12
2025-10-18,SA-103,Salida consumo,-16
2025-10-18,CP-118,Salida consumo,-38
2025-10-18,MP-105,Salida consumo,-170
2025-10-18,MP-102,Salida consumo,-210
2025-10-18,SP-105,Salida consumo,-14
2025-10-18,CP-101,Entrada compra,26
2025-10-18,SP-102,Salida consumo,-25
2025-10-19,CP-108,Entrada producción,29
2025-10-19,MP-107,Entrada compra,92
2025-10-19,PA-100,Salida despliegue,-2
2025-10-20,CP-103,Salida consumo,-27
2025-10-20,SP-100,Salida consumo,-17
2025-10-20,MP-110,Entrada compra,255
2025-10-20,SA-108,Salida consumo,-3
2025-10-20,CP-121,Entrada compra,67
2025-10-20,PA-101,Entrada producción,5
2025-10-21,SA-105,Entrada compra,7
2025-10-21,CP-112,Entrada compra,31
2025-10-21,CP-114,Entrada producción,69
2025-10-21,SP-101,Salida consumo,-14
2025-10-21,CP-102,Entrada compra,39
2025-10-21,CP-101,Salida consumo,-24
2025-10-22,SA-106,Entrada producción,14
2025-10-22,SA-100,Entrada compra,4
2025-10-22,CP-108,Salida consumo,-25
2025-10-22,MP-107,Salida consumo,-108
2025-10-23,SP-110,Entrada compra,37
2025-10-23,CP-121,Salida consumo,-60
2025-10-23,PA-101,Salida despliegue,-6
